Category,Navajo
Total_doses_administered,81000
Total_people_one_dose,45448
Total_people_complete,38586
Total_doses_ordered,44400
total_pouluation,112825
Male-65 years and older,7173
Male-55-64 years,3724
Male-45-54 years,2672
Male-20-44 years,5673
Male-Less than 20 years,3231
Female-65 years and older,7879
Female-55-64 years,3978
Female-45-54 years,2654
Female-20-44 years,5053
Female-Less than 20 years,3375
"Black or African American, non-Hispanic",235
"Asian or Pacific Islander, non-Hispanic",429
Hispanic or Latino,2377
Unknown,2378
Other Race,8562
"White, non-Hispanic",15396
"American Indian or Alaska Native, non-Hispanic",16071
