Category,Navajo
Total_doses_administered,96268
Total_people_one_dose,48177
Total_people_complete,40133
total_pouluation,48177
Male-65 years and older,7241
Male-55-64 years,3536
Male-45-54 years,2661
Male-20-44 years,5686
Male-Less than 20 years,4191
Female-65 years and older,8187
Female-55-64 years,4060
Female-45-54 years,2671
Female-20-44 years,5589
Female-Less than 20 years,4320
"Black or African American, non-Hispanic",201
"Asian or Pacific Islander, non-Hispanic",350
Unknown,2218
Hispanic or Latino,2421
Other Race,6229
"White, non-Hispanic",15807
"American Indian or Alaska Native, non-Hispanic",20951
