Category,Arizona
Total_doses_administered,9223619
Total_people_complete,442602
total_pouluation,7189020
Total_people_one_dose,4539529
Male-65 years and older,557227
Male-55-64 years,324119
Male-45-54 years,292621
Male-20-44 years,724422
Male-Less than 20 years,245861
Female-65 years and older,679386
Female-55-64 years,369272
Female-45-54 years,315824
Female-20-44 years,757776
Female-Less than 20 years,253234
"Black or African American, non-Hispanic",136592
"Asian or Pacific Islander, non-Hispanic",172490
"American Indian or Alaska Native, non-Hispanic",192684
Unknown,414213
Other Race,655619
Hispanic or Latino,833374
"White, non-Hispanic",2134557
