Category,Cochise
Total_doses_administered,154369
Total_people_one_dose,78468
Total_people_complete,65903
total_pouluation,78468
Male-65 years and older,11016
Male-55-64 years,5390
Male-45-54 years,4224
Male-20-44 years,11341
Male-Less than 20 years,4950
Female-65 years and older,12973
Female-55-64 years,6426
Female-45-54 years,4740
Female-20-44 years,12004
Female-Less than 20 years,5303
"American Indian or Alaska Native, non-Hispanic",349
"Asian or Pacific Islander, non-Hispanic",1444
"Black or African American, non-Hispanic",1535
Unknown,9238
Other Race,11675
Hispanic or Latino,21700
"White, non-Hispanic",32527
