Category,Coconino
Total_doses_administered,194079
Total_people_one_dose,92758
Total_people_complete,81049
total_pouluation,92758
Male-65 years and older,9302
Male-55-64 years,6275
Male-45-54 years,5711
Male-20-44 years,16873
Male-Less than 20 years,5724
Female-65 years and older,10493
Female-55-64 years,7060
Female-45-54 years,5805
Female-20-44 years,19248
Female-Less than 20 years,6004
"Black or African American, non-Hispanic",763
"Asian or Pacific Islander, non-Hispanic",1567
Hispanic or Latino,6925
Other Race,8513
Unknown,12777
"American Indian or Alaska Native, non-Hispanic",22040
"White, non-Hispanic",40173
