Category,La Paz
Total_doses_administered,17086
Total_people_one_dose,8693
Total_people_complete,7428
total_pouluation,8693
Male-65 years and older,2357
Male-55-64 years,600
Male-45-54 years,318
Male-20-44 years,657
Male-Less than 20 years,338
Female-65 years and older,2391
Female-55-64 years,720
Female-45-54 years,368
Female-20-44 years,583
Female-Less than 20 years,343
"Black or African American, non-Hispanic",38
"Asian or Pacific Islander, non-Hispanic",89
"American Indian or Alaska Native, non-Hispanic",498
Other Race,1146
Hispanic or Latino,1291
Unknown,1788
"White, non-Hispanic",3843
