Category,Navajo
Total_doses_administered,121889
Total_people_one_dose,55699
Total_people_complete,47520
total_pouluation,55699
Male-65 years and older,7791
Male-55-64 years,3930
Male-45-54 years,3015
Male-20-44 years,6862
Male-Less than 20 years,5483
Female-65 years and older,8835
Female-55-64 years,4451
Female-45-54 years,3045
Female-20-44 years,6724
Female-Less than 20 years,5524
"Black or African American, non-Hispanic",232
"Asian or Pacific Islander, non-Hispanic",421
Unknown,2614
Hispanic or Latino,2852
Other Race,6543
"White, non-Hispanic",16701
"American Indian or Alaska Native, non-Hispanic",26336
