Category,Arizona
Total_doses_administered,10928057
Total_people_complete,4266893
total_pouluation,7189020
Total_people_one_dose,4990771
Male-65 years and older,595390
Male-55-64 years,345122
Male-45-54 years,313609
Male-20-44 years,792850
Male-Less than 20 years,319823
Female-65 years and older,722115
Female-55-64 years,391930
Female-45-54 years,337406
Female-20-44 years,828413
Female-Less than 20 years,324282
"Black or African American, non-Hispanic",154200
"Asian or Pacific Islander, non-Hispanic",191809
"American Indian or Alaska Native, non-Hispanic",225165
Unknown,449189
Other Race,695136
Hispanic or Latino,980228
"White, non-Hispanic",2295044
