Category,Mohave
Total_doses_administered,204514
Total_people_one_dose,95275
Total_people_complete,80768
total_pouluation,95275
Male-65 years and older,22000
Male-55-64 years,8587
Male-45-54 years,4527
Male-20-44 years,8112
Male-Less than 20 years,2108
Female-65 years and older,24012
Female-55-64 years,9948
Female-45-54 years,5066
Female-20-44 years,8400
Female-Less than 20 years,2333
"Black or African American, non-Hispanic",678
"American Indian or Alaska Native, non-Hispanic",799
"Asian or Pacific Islander, non-Hispanic",1484
Hispanic or Latino,7978
Unknown,11726
Other Race,14897
"White, non-Hispanic",57713
