Category,La Paz
Total_doses_administered,19251
Total_people_one_dose,9363
Total_people_complete,7807
total_pouluation,9363
Male-65 years and older,2533
Male-55-64 years,656
Male-45-54 years,336
Male-20-44 years,720
Male-Less than 20 years,420
Female-65 years and older,2505
Female-55-64 years,767
Female-45-54 years,389
Female-20-44 years,632
Female-Less than 20 years,387
"Black or African American, non-Hispanic",42
"Asian or Pacific Islander, non-Hispanic",92
"American Indian or Alaska Native, non-Hispanic",568
Other Race,1216
Hispanic or Latino,1419
Unknown,1948
"White, non-Hispanic",4078
