Category,Santa Cruz
Total_doses_administered,74057
Total_people_one_dose,41089
Total_people_complete,37111
Total_doses_ordered,49512
total_pouluation,53161
Male-65 years and older,3683
Male-55-64 years,2686
Male-45-54 years,3161
Male-20-44 years,8115
Male-Less than 20 years,2835
Female-65 years and older,4461
Female-55-64 years,2723
Female-45-54 years,2984
Female-20-44 years,7509
Female-Less than 20 years,2862
"American Indian or Alaska Native, non-Hispanic",19
"Black or African American, non-Hispanic",37
"Asian or Pacific Islander, non-Hispanic",101
Other Race,2083
Unknown,2395
"White, non-Hispanic",4959
Hispanic or Latino,31495
