Category,Cochise
Total_doses_administered,127566
Total_people_one_dose,71159
Total_people_complete,62727
Total_doses_ordered,94300
total_pouluation,130808
Male-65 years and older,11002
Male-55-64 years,5320
Male-45-54 years,3954
Male-20-44 years,10429
Male-Less than 20 years,2984
Female-65 years and older,13022
Female-55-64 years,6418
Female-45-54 years,4530
Female-20-44 years,10384
Female-Less than 20 years,3024
"American Indian or Alaska Native, non-Hispanic",343
"Asian or Pacific Islander, non-Hispanic",1343
"Black or African American, non-Hispanic",1362
Unknown,9584
Other Race,10786
Hispanic or Latino,17406
"White, non-Hispanic",30335
