Category,Coconino
Total_doses_administered,157841
Total_people_one_dose,86530
Total_people_complete,77562
Total_doses_ordered,109804
total_pouluation,147275
Male-65 years and older,8147
Male-55-64 years,6209
Male-45-54 years,5634
Male-20-44 years,17264
Male-Less than 20 years,3441
Female-65 years and older,9235
Female-55-64 years,6911
Female-45-54 years,5766
Female-20-44 years,19726
Female-Less than 20 years,4103
"Black or African American, non-Hispanic",652
"Asian or Pacific Islander, non-Hispanic",1312
Hispanic or Latino,6385
Other Race,9930
Unknown,17194
"American Indian or Alaska Native, non-Hispanic",18121
"White, non-Hispanic",32936
