Category,Arizona
Total_doses_administered,7705348
Total_people_complete,3703834
Total_doses_ordered,5410140
total_pouluation,7189020
Total_people_one_dose,4186372
Male-65 years and older,541156
Male-55-64 years,309286
Male-45-54 years,274370
Male-20-44 years,662152
Male-Less than 20 years,177826
Female-65 years and older,665206
Female-55-64 years,355229
Female-45-54 years,299053
Female-20-44 years,696488
Female-Less than 20 years,185885
"Black or African American, non-Hispanic",116922
"American Indian or Alaska Native, non-Hispanic",126267
"Asian or Pacific Islander, non-Hispanic",154538
Unknown,447637
Other Race,698819
Hispanic or Latino,723812
"White, non-Hispanic",1918377
