Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7705348,35247,157841,127566,24001,9681,56278,18547,3342429,166424,81780,338927,1009146,74057,199457,231483
Total_people_complete,3703834,13209,77562,62727,11900,4693,27186,9112,1648576,79338,38904,172247,499208,37111,95883,110526
Total_doses_ordered,5410140,18600,109804,94300,21720,12550,38260,19400,1701453,136460,44540,202212,634806,49512,174846,153008
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4186372,19701,86530,71159,13356,5524,30528,10229,1892303,94629,45982,193243,562388,41089,113761,129681
Male-65 years and older,541156,2031,8147,11002,1727,575,6035,3209,195911,22342,7269,30978,75557,3683,24660,16336
Male-55-64 years,309286,1381,6209,5320,1051,637,2699,715,134372,8826,3742,14427,38178,2686,8815,9179
Male-45-54 years,274370,1089,5634,3954,961,566,1701,355,136072,4645,2704,13710,33555,3161,5225,8221
Male-20-44 years,662152,2690,17264,10429,2302,1226,3420,619,323541,7942,5766,33019,84602,8115,10373,24730
Male-Less than 20 years,177826,2606,3441,2984,504,129,863,201,91352,1539,3241,6631,23387,2835,2252,6326
Female-65 years and older,665206,2167,9235,13022,2185,545,6392,3105,251532,24877,7979,35483,99181,4461,30732,18448
Female-55-64 years,355229,1497,6911,6418,1210,429,3012,874,154484,10252,4026,15319,46922,2723,11237,9634
Female-45-54 years,299053,1090,5766,4530,879,402,1788,376,149840,4962,2689,12280,39173,2984,6095,8441
Female-20-44 years,696488,2479,19726,10384,1940,897,3570,539,349628,7419,5135,24211,96154,7509,10554,21255
Female-Less than 20 years,185885,2661,4103,3024,585,115,985,210,93639,1660,3395,6583,24704,2862,2504,6690
"Black or African American, non-Hispanic",116922,300,652,1362,79,50,101,36,74271,685,238,5674,11328,37,638,793
"American Indian or Alaska Native, non-Hispanic",126267,11390,18121,343,1127,105,6275,253,41255,989,16199,9344,12129,19,1184,1714
"Asian or Pacific Islander, non-Hispanic",154538,174,1312,1343,68,51,264,78,85602,1370,429,3456,14133,101,1494,790
Unknown,447637,1079,17194,9584,4210,528,5569,2729,185656,16144,2485,38533,84745,2395,27847,34210
Other Race,698819,1331,9930,10786,1011,152,5038,1165,289081,16394,8638,20842,71731,2083,17505,11639
Hispanic or Latino,723812,1988,6385,17406,2211,2405,1423,1170,352803,6943,2406,31140,136118,31495,7391,57061
"White, non-Hispanic",1918377,3439,32936,30335,4650,2233,11858,4798,863635,52104,15587,84254,232204,4959,57702,23474
