Category,Santa Cruz
Total_doses_administered,86936
Total_people_one_dose,46077
Total_people_complete,42591
total_pouluation,46077
Male-65 years and older,4395
Male-55-64 years,3042
Male-45-54 years,3163
Male-20-44 years,8481
Male-Less than 20 years,3233
Female-65 years and older,5293
Female-55-64 years,3285
Female-45-54 years,3354
Female-20-44 years,8430
Female-Less than 20 years,3346
"Black or African American, non-Hispanic",48
"American Indian or Alaska Native, non-Hispanic",48
"Asian or Pacific Islander, non-Hispanic",169
Unknown,2910
Other Race,3141
"White, non-Hispanic",6730
Hispanic or Latino,33031
