Category,Pinal
Total_doses_administered,447466
Total_people_one_dose,234535
Total_people_complete,210920
total_pouluation,234535
Male-65 years and older,35105
Male-55-64 years,17618
Male-45-54 years,16028
Male-20-44 years,35606
Male-Less than 20 years,9617
Female-65 years and older,40687
Female-55-64 years,19938
Female-45-54 years,16352
Female-20-44 years,33209
Female-Less than 20 years,9630
"Asian or Pacific Islander, non-Hispanic",4569
"Black or African American, non-Hispanic",8045
"American Indian or Alaska Native, non-Hispanic",8247
Other Race,30733
Unknown,32219
Hispanic or Latino,36973
"White, non-Hispanic",113749
