Category,Yavapai
Total_doses_administered,207036
Total_people_one_dose,109958
Total_people_complete,94540
total_pouluation,109958
Male-65 years and older,24286
Male-55-64 years,8736
Male-45-54 years,4784
Male-20-44 years,9554
Male-Less than 20 years,2231
Female-65 years and older,30141
Female-55-64 years,11155
Female-45-54 years,5690
Female-20-44 years,9699
Female-Less than 20 years,2534
"Black or African American, non-Hispanic",485
"American Indian or Alaska Native, non-Hispanic",1232
"Asian or Pacific Islander, non-Hispanic",1244
Hispanic or Latino,7289
Other Race,17137
Unknown,24792
"White, non-Hispanic",57779
