Category,Mohave
Total_doses_administered,158240
Total_people_one_dose,84298
Total_people_complete,72826
total_pouluation,84298
Male-65 years and older,19484
Male-55-64 years,7812
Male-45-54 years,4036
Male-20-44 years,6968
Male-Less than 20 years,1454
Female-65 years and older,21929
Female-55-64 years,9182
Female-45-54 years,4574
Female-20-44 years,7038
Female-Less than 20 years,1648
"Black or African American, non-Hispanic",522
"American Indian or Alaska Native, non-Hispanic",636
"Asian or Pacific Islander, non-Hispanic",1198
Hispanic or Latino,6484
Unknown,13319
Other Race,14989
"White, non-Hispanic",47150
