Category,Yuma
Total_doses_administered,260252
Total_people_one_dose,137977
Total_people_complete,121456
total_pouluation,137977
Male-65 years and older,14897
Male-55-64 years,9715
Male-45-54 years,8692
Male-20-44 years,25932
Male-Less than 20 years,8009
Female-65 years and older,17401
Female-55-64 years,10354
Female-45-54 years,9542
Female-20-44 years,24435
Female-Less than 20 years,8546
"Black or African American, non-Hispanic",689
"Asian or Pacific Islander, non-Hispanic",1050
"American Indian or Alaska Native, non-Hispanic",1052
Other Race,15313
"White, non-Hispanic",28267
Unknown,30475
Hispanic or Latino,61131
