Category,Cochise
Total_doses_administered,133608
Total_people_one_dose,71549
Total_people_complete,63815
total_pouluation,71549
Male-65 years and older,10523
Male-55-64 years,5093
Male-45-54 years,3944
Male-20-44 years,10676
Male-Less than 20 years,3368
Female-65 years and older,12512
Female-55-64 years,6174
Female-45-54 years,4453
Female-20-44 years,11190
Female-Less than 20 years,3522
"American Indian or Alaska Native, non-Hispanic",308
"Asian or Pacific Islander, non-Hispanic",1335
"Black or African American, non-Hispanic",1369
Unknown,9649
Other Race,11460
Hispanic or Latino,17819
"White, non-Hispanic",29609
