Category,Mohave
Total_doses_administered,132712
Total_people_one_dose,76763
Total_people_complete,61849
Total_doses_ordered,121250
total_pouluation,216985
Male-65 years and older,19816
Male-55-64 years,7234
Male-45-54 years,3469
Male-20-44 years,5486
Male-Less than 20 years,523
Female-65 years and older,22154
Female-55-64 years,8589
Female-45-54 years,3707
Female-20-44 years,5044
Female-Less than 20 years,603
"Black or African American, non-Hispanic",0.0058491721271967
"American Indian or Alaska Native, non-Hispanic",0.0068652866615427
"Asian or Pacific Islander, non-Hispanic",0.013235543165327
Hispanic or Latino,0.0593384833839219
Other Race,0.1609499368185194
Unknown,0.2318564933626878
"White, non-Hispanic",0.5219050844808046
