Category,Santa Cruz
Total_doses_administered,67769
Total_people_one_dose,37833
Total_people_complete,34277
Total_doses_ordered,49212
total_pouluation,53161
Male-65 years and older,3572
Male-55-64 years,2603
Male-45-54 years,2989
Male-20-44 years,7411
Male-Less than 20 years,2250
Female-65 years and older,4322
Female-55-64 years,2647
Female-45-54 years,2840
Female-20-44 years,6825
Female-Less than 20 years,2306
"American Indian or Alaska Native, non-Hispanic",16
"Black or African American, non-Hispanic",32
"Asian or Pacific Islander, non-Hispanic",95
Other Race,2002
Unknown,2318
"White, non-Hispanic",4723
Hispanic or Latino,28647
