Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,6972997,31328,147734,117687,20729,8407,51042,17412,2920380,151436,63321,303973,919270,67769,185980,204661
Total_people_complete,3381229,11503,72883,58175,10256,4215,25176,8555,1438227,71915,30861,153271,458821,34277,89403,98400
Total_doses_ordered,5255270,16600,97568,89070,19250,9770,36710,18600,1587440,126950,40790,196918,615438,49212,166680,141758
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3841162,17531,81097,66300,11529,4774,28482,9573,1670642,87115,35918,173871,518024,37833,106581,115760
Male-65 years and older,511806,1898,7617,10608,1633,549,5823,3115,177668,21271,6256,29619,72213,3572,23706,15774
Male-55-64 years,292733,1253,5940,5124,973,593,2599,684,123775,8235,2885,13502,36137,2603,8360,8668
Male-45-54 years,252014,959,5337,3691,846,486,1585,313,121285,4155,1985,12335,30903,2989,4775,7534
Male-20-44 years,588818,2253,16030,9439,1965,1008,3044,509,276954,6866,4047,27611,74918,7411,9233,21406
Male-Less than 20 years,148115,2321,2943,2448,298,48,672,131,72578,1095,2635,5052,19189,2250,1853,4303
Female-65 years and older,631522,2008,8722,12548,2049,526,6181,3020,230738,23704,6736,33974,95202,4322,29584,17848
Female-55-64 years,338126,1388,6671,6144,1112,410,2887,841,143244,9630,3178,14445,44837,2647,10731,9149
Female-45-54 years,277506,947,5511,4259,759,365,1686,347,135323,4419,2035,11105,36701,2840,5565,7789
Female-20-44 years,623976,2080,18552,9418,1519,741,3163,456,301823,6334,3395,20466,86559,6825,9392,18325
Female-Less than 20 years,157186,2414,3697,2530,364,45,782,137,75497,1252,2733,5170,20431,2306,2072,4627
"Black or African American, non-Hispanic",103720,263,580,1235,68,45,93,27,63890,595,205,4878,9947,32,529,648
"American Indian or Alaska Native, non-Hispanic",107878,10168,16813,314,967,84,5616,183,35565,870,9805,8365,10729,16,1055,1515
"Asian or Pacific Islander, non-Hispanic",146516,161,1202,1280,61,48,256,70,79428,1252,373,3163,13147,95,1384,706
Unknown,414690,981,16786,8792,3707,384,5328,2618,163554,14774,1932,35099,83444,2318,26965,32995
Hispanic or Latino,631075,1679,5582,15936,1897,2106,1256,983,297052,5996,2083,27066,120340,28647,6474,48529
Other Race,651595,1185,9412,10129,895,130,4749,1091,256795,15641,7746,18555,65336,2002,16351,10307
"White, non-Hispanic",1785688,3094,30722,28614,3934,1977,11184,4601,774358,47987,13774,76745,215081,4723,53823,21060
