Category,Yavapai
Total_doses_administered,185980
Total_people_one_dose,106581
Total_people_complete,89403
Total_doses_ordered,166680
total_pouluation,232386
Male-65 years and older,23706
Male-55-64 years,8360
Male-45-54 years,4775
Male-20-44 years,9233
Male-Less than 20 years,1853
Female-65 years and older,29584
Female-55-64 years,10731
Female-45-54 years,5565
Female-20-44 years,9392
Female-Less than 20 years,2072
"Black or African American, non-Hispanic",529
"American Indian or Alaska Native, non-Hispanic",1055
"Asian or Pacific Islander, non-Hispanic",1384
Hispanic or Latino,6474
Other Race,16351
Unknown,26965
"White, non-Hispanic",53823
