Category,Cochise
Total_doses_administered,117687
Total_people_one_dose,66300
Total_people_complete,58175
Total_doses_ordered,89070
total_pouluation,130808
Male-65 years and older,10608
Male-55-64 years,5124
Male-45-54 years,3691
Male-20-44 years,9439
Male-Less than 20 years,2448
Female-65 years and older,12548
Female-55-64 years,6144
Female-45-54 years,4259
Female-20-44 years,9418
Female-Less than 20 years,2530
"American Indian or Alaska Native, non-Hispanic",314
"Black or African American, non-Hispanic",1235
"Asian or Pacific Islander, non-Hispanic",1280
Unknown,8792
Other Race,10129
Hispanic or Latino,15936
"White, non-Hispanic",28614
