Category,Santa Cruz
Total_doses_administered,133229
Total_people_one_dose,67286
Total_people_complete,51011
total_pouluation,67286
Male-65 years and older,4838
Male-55-64 years,3573
Male-45-54 years,3860
Male-20-44 years,10223
Male-Less than 20 years,9774
Female-65 years and older,5910
Female-55-64 years,4040
Female-45-54 years,4287
Female-20-44 years,11011
Female-Less than 20 years,9641
"American Indian or Alaska Native, non-Hispanic",55
"Black or African American, non-Hispanic",62
"Asian or Pacific Islander, non-Hispanic",188
Other Race,3692
Unknown,7104
"White, non-Hispanic",7695
Hispanic or Latino,48490
