Category,Maricopa
Total_doses_administered,6016596
Total_people_one_dose,2761227
Total_people_complete,2356355
total_pouluation,2761227
Male-65 years and older,294234
Male-55-64 years,194062
Male-45-54 years,188747
Male-20-44 years,456141
Male-Less than 20 years,166772
Female-65 years and older,367743
Female-55-64 years,218079
Female-45-54 years,204301
Female-20-44 years,487905
Female-Less than 20 years,168950
"American Indian or Alaska Native, non-Hispanic",54293
"Black or African American, non-Hispanic",108775
"Asian or Pacific Islander, non-Hispanic",141158
Unknown,185988
Other Race,439358
Hispanic or Latino,477976
"White, non-Hispanic",1353679
