Category,Yuma
Total_doses_administered,337311
Total_people_one_dose,166749
Total_people_complete,130253
total_pouluation,166749
Male-65 years and older,17800
Male-55-64 years,11006
Male-45-54 years,9524
Male-20-44 years,29333
Male-Less than 20 years,13858
Female-65 years and older,20381
Female-55-64 years,11829
Female-45-54 years,10490
Female-20-44 years,27645
Female-Less than 20 years,14232
"Black or African American, non-Hispanic",876
"American Indian or Alaska Native, non-Hispanic",1215
"Asian or Pacific Islander, non-Hispanic",1277
Other Race,20049
Unknown,30292
"White, non-Hispanic",37034
Hispanic or Latino,76006
