Category,Mohave
Total_doses_administered,197331
Total_people_one_dose,93734
Total_people_complete,78279
total_pouluation,93734
Male-65 years and older,21713
Male-55-64 years,8509
Male-45-54 years,4443
Male-20-44 years,7916
Male-Less than 20 years,2010
Female-65 years and older,23760
Female-55-64 years,9833
Female-45-54 years,5001
Female-20-44 years,8140
Female-Less than 20 years,2228
"Black or African American, non-Hispanic",661
"American Indian or Alaska Native, non-Hispanic",786
"Asian or Pacific Islander, non-Hispanic",1445
Hispanic or Latino,7728
Unknown,11669
Other Race,14770
"White, non-Hispanic",56675
