Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,6833491,23433,145881,115550,20246,8356,50430,17274,2843521,148674,62146,297368,901876,66030,183712,200458
Total_people_complete,3349165,11299,72463,57493,10152,4205,25023,8514,1418611,71195,30575,151431,453928,33338,88795,97372
Total_doses_ordered,5244710,16600,96258,89070,18830,9770,36570,18600,1557479,126080,40790,196653,615768,49212,166400,140858
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3752700,13189,79741,64805,11141,4734,28052,9463,1616093,85087,35054,168986,506090,36400,104844,113000
Male-65 years and older,508010,1706,7554,10510,1618,545,5784,3099,175778,21008,6197,29414,71737,3546,23545,15666
Male-55-64 years,288476,911,5895,5055,953,590,2571,679,121269,8060,2816,13250,35623,2565,8221,8534
Male-45-54 years,245829,595,5240,3610,812,485,1550,308,117339,4013,1938,11942,30226,2908,4653,7402
Male-20-44 years,569524,1113,15737,9128,1909,998,2988,491,264787,6568,3921,26432,72461,7066,8950,20861
Male-Less than 20 years,137301,2169,2740,2230,243,47,603,124,65709,961,2510,4506,17372,2099,1729,3872
Female-65 years and older,627062,1742,8641,12449,2035,523,6138,2997,228499,23419,6653,33765,94648,4291,29372,17742
Female-55-64 years,333844,1024,6612,6078,1087,406,2870,834,140706,9449,3121,14221,44348,2599,10580,9043
Female-45-54 years,271481,648,5456,4193,728,365,1665,339,131393,4267,1982,10753,35976,2763,5441,7643
Female-20-44 years,604829,1026,18271,9130,1462,729,3111,443,289741,6067,3259,19440,84020,6387,9114,17721
Female-Less than 20 years,147035,2246,3519,2331,283,44,712,135,69132,1123,2625,4671,18752,2109,1929,4192
"Black or African American, non-Hispanic",100139,244,561,1201,66,45,92,27,61039,573,197,4647,9603,29,509,619
"American Indian or Alaska Native, non-Hispanic",101678,6322,16497,308,925,84,5449,177,34634,850,9581,8088,10432,16,1037,1468
"Asian or Pacific Islander, non-Hispanic",144344,150,1185,1261,60,48,254,70,77709,1221,360,3100,12905,94,1356,681
Unknown,407834,959,16677,8625,3642,381,5276,2581,159148,14525,1876,34471,82919,2285,26745,32695
Hispanic or Latino,602908,1575,5376,15282,1817,2091,1232,970,279860,5665,1999,25921,115245,27327,6236,46882
Other Race,640866,961,9247,9963,873,127,4705,1071,249638,15418,7599,17986,63952,1971,16123,10083
"White, non-Hispanic",1754931,2978,30198,28165,3758,1958,11044,4567,754065,46835,13442,74773,211034,4678,52838,20572
