Category,Apache
Total_doses_administered,23433
Total_people_one_dose,13189
Total_people_complete,11299
Total_doses_ordered,16600
total_pouluation,71808
Male-65 years and older,1706
Male-55-64 years,911
Male-45-54 years,595
Male-20-44 years,1113
Male-Less than 20 years,2169
Female-65 years and older,1742
Female-55-64 years,1024
Female-45-54 years,648
Female-20-44 years,1026
Female-Less than 20 years,2246
"Asian or Pacific Islander, non-Hispanic",150
"Black or African American, non-Hispanic",244
Unknown,959
Other Race,961
Hispanic or Latino,1575
"White, non-Hispanic",2978
"American Indian or Alaska Native, non-Hispanic",6322
