Category,Maricopa
Total_doses_administered,2843521
Total_people_one_dose,1616093
Total_people_complete,1418611
Total_doses_ordered,1557479
total_pouluation,4367835
Male-65 years and older,175778
Male-55-64 years,121269
Male-45-54 years,117339
Male-20-44 years,264787
Male-Less than 20 years,65709
Female-65 years and older,228499
Female-55-64 years,140706
Female-45-54 years,131393
Female-20-44 years,289741
Female-Less than 20 years,69132
"American Indian or Alaska Native, non-Hispanic",34634
"Black or African American, non-Hispanic",61039
"Asian or Pacific Islander, non-Hispanic",77709
Unknown,159148
Other Race,249638
Hispanic or Latino,279860
"White, non-Hispanic",754065
