Category,Santa Cruz
Total_doses_administered,66030
Total_people_one_dose,36400
Total_people_complete,33338
Total_doses_ordered,49212
total_pouluation,53161
Male-65 years and older,3546
Male-55-64 years,2565
Male-45-54 years,2908
Male-20-44 years,7066
Male-Less than 20 years,2099
Female-65 years and older,4291
Female-55-64 years,2599
Female-45-54 years,2763
Female-20-44 years,6387
Female-Less than 20 years,2109
"American Indian or Alaska Native, non-Hispanic",16
"Black or African American, non-Hispanic",29
"Asian or Pacific Islander, non-Hispanic",94
Other Race,1971
Unknown,2285
"White, non-Hispanic",4678
Hispanic or Latino,27327
