Category,Maricopa
Total_doses_administered,1317355
Total_people_one_dose,823832
Total_people_complete,551053
Total_doses_ordered,1022815
total_pouluation,4367835
Male-65 years and older,137478
Male-55-64 years,72244
Male-45-54 years,47701
Male-20-44 years,91011
Male-Less than 20 years,4904
Female-65 years and older,181350
Female-55-64 years,92948
Female-45-54 years,62940
Female-20-44 years,127022
Female-Less than 20 years,6463
"American Indian or Alaska Native, non-Hispanic",0.0235749979698668
"Black or African American, non-Hispanic",0.0282230940684961
"Asian or Pacific Islander, non-Hispanic",0.0409965711958636
Hispanic or Latino,0.1012133530650164
"Unknown, non-Hispanic",0.124633212494955
"Other Race, non-Hispanic",0.1727613084481419
"White, non-Hispanic",0.5085974627576604
