Category,Arizona
Total_doses_administered,9259838
Total_people_complete,445187
total_pouluation,7189020
Total_people_one_dose,4548287
Male-65 years and older,558031
Male-55-64 years,324583
Male-45-54 years,293000
Male-20-44 years,725529
Male-Less than 20 years,247328
Female-65 years and older,680239
Female-55-64 years,369764
Female-45-54 years,316261
Female-20-44 years,758957
Female-Less than 20 years,254771
"Black or African American, non-Hispanic",136896
"Asian or Pacific Islander, non-Hispanic",172831
"American Indian or Alaska Native, non-Hispanic",193257
Unknown,414397
Other Race,656758
Hispanic or Latino,836012
"White, non-Hispanic",2138136
