Category,Santa Cruz
Total_doses_administered,105032
Total_people_one_dose,54658
Total_people_complete,43845
total_pouluation,54658
Male-65 years and older,4649
Male-55-64 years,3233
Male-45-54 years,3371
Male-20-44 years,8948
Male-Less than 20 years,5958
Female-65 years and older,5619
Female-55-64 years,3512
Female-45-54 years,3647
Female-20-44 years,9244
Female-Less than 20 years,6394
"Black or African American, non-Hispanic",56
"American Indian or Alaska Native, non-Hispanic",56
"Asian or Pacific Islander, non-Hispanic",184
Other Race,3450
Unknown,3709
"White, non-Hispanic",7432
Hispanic or Latino,39771
