Category,Navajo
Total_doses_administered,96469
Total_people_one_dose,48230
Total_people_complete,40154
total_pouluation,48230
Male-65 years and older,7247
Male-55-64 years,3541
Male-45-54 years,2668
Male-20-44 years,5686
Male-Less than 20 years,4197
Female-65 years and older,8189
Female-55-64 years,4064
Female-45-54 years,2676
Female-20-44 years,5602
Female-Less than 20 years,4324
"Black or African American, non-Hispanic",201
"Asian or Pacific Islander, non-Hispanic",350
Unknown,2224
Hispanic or Latino,2425
Other Race,6238
"White, non-Hispanic",15809
"American Indian or Alaska Native, non-Hispanic",20983
