Category,Maricopa
Total_doses_administered,5374829
Total_people_one_dose,2602420
Total_people_complete,2285435
total_pouluation,2602420
Male-65 years and older,282655
Male-55-64 years,186602
Male-45-54 years,180945
Male-20-44 years,431822
Male-Less than 20 years,139769
Female-65 years and older,353530
Female-55-64 years,210158
Female-45-54 years,196445
Female-20-44 years,462881
Female-Less than 20 years,143168
"American Indian or Alaska Native, non-Hispanic",50679
"Black or African American, non-Hispanic",100203
"Asian or Pacific Islander, non-Hispanic",131083
Unknown,173380
Other Race,423236
Hispanic or Latino,432912
"White, non-Hispanic",1290927
