Category,Pinal
Total_doses_administered,496957
Total_people_one_dose,247208
Total_people_complete,217645
total_pouluation,247208
Male-65 years and older,36318
Male-55-64 years,18144
Male-45-54 years,16608
Male-20-44 years,37763
Male-Less than 20 years,11871
Female-65 years and older,41864
Female-55-64 years,20470
Female-45-54 years,16900
Female-20-44 years,34784
Female-Less than 20 years,11738
"Asian or Pacific Islander, non-Hispanic",5037
"Black or African American, non-Hispanic",9003
"American Indian or Alaska Native, non-Hispanic",9480
Unknown,29154
Other Race,30721
Hispanic or Latino,39793
"White, non-Hispanic",124020
