Category,Coconino
Total_doses_administered,106103
Total_people_one_dose,62652
Total_people_complete,46685
Total_doses_ordered,80750
total_pouluation,147275
Male-65 years and older,6489
Male-55-64 years,4814
Male-45-54 years,4146
Male-20-44 years,11845
Male-Less than 20 years,1260
Female-65 years and older,7511
Female-55-64 years,5726
Female-45-54 years,4541
Female-20-44 years,14455
Female-Less than 20 years,2028
"Black or African American, non-Hispanic",0.0058162696199506
"Asian or Pacific Islander, non-Hispanic",0.0118556290335431
Hispanic or Latino,0.0537646402677078
"Other Race, non-Hispanic",0.1103338379411999
"American Indian or Alaska Native, non-Hispanic",0.1842881045335033
"Unknown, non-Hispanic",0.2575890367301411
"White, non-Hispanic",0.3763524818739543
