Category,Arizona
Total_doses_administered,4032557
Total_people_complete,1655985
Total_doses_ordered,3629070
total_pouluation,7189020
Total_people_one_dose,2529589
Male-65 years and older,440466
Male-55-64 years,214427
Male-45-54 years,146706
Male-20-44 years,305528
Male-Less than 20 years,29018
Female-65 years and older,545936
Female-55-64 years,263515
Female-45-54 years,177542
Female-20-44 years,368434
Female-Less than 20 years,35108
"Black or African American, non-Hispanic",0.0207263879351589
"American Indian or Alaska Native, non-Hispanic",0.0243515041412151
"Asian or Pacific Islander, non-Hispanic",0.0346813696005351
Hispanic or Latino,0.1152862682207349
"Unknown, non-Hispanic",0.1387830637536893
"Other Race, non-Hispanic",0.1765531380664022
"White, non-Hispanic",0.4896182682822646
