Category,Coconino
Total_doses_administered,132197
Total_people_one_dose,72608
Total_people_complete,64541
Total_doses_ordered,95762
total_pouluation,147275
Male-65 years and older,7149
Male-55-64 years,5465
Male-45-54 years,4800
Male-20-44 years,14206
Male-Less than 20 years,1942
Female-65 years and older,8231
Female-55-64 years,6233
Female-45-54 years,5082
Female-20-44 years,16731
Female-Less than 20 years,2704
"Black or African American, non-Hispanic",0.0065832966064346
"Asian or Pacific Islander, non-Hispanic",0.0137863596297929
Hispanic or Latino,0.0611502864698105
Other Race,0.1092854781842221
"American Indian or Alaska Native, non-Hispanic",0.1935737108858528
Unknown,0.2350567430586161
"White, non-Hispanic",0.3805641251652711
