Category,Coconino
Total_doses_administered,149788
Total_people_one_dose,82400
Total_people_complete,73881
Total_doses_ordered,97508
total_pouluation,147275
Male-65 years and older,7708
Male-55-64 years,6010
Male-45-54 years,5421
Male-20-44 years,16316
Male-Less than 20 years,3112
Female-65 years and older,8806
Female-55-64 years,6745
Female-45-54 years,5556
Female-20-44 years,18816
Female-Less than 20 years,3829
"Black or African American, non-Hispanic",592
"Asian or Pacific Islander, non-Hispanic",1224
Hispanic or Latino,5769
Other Race,9528
Unknown,16955
"American Indian or Alaska Native, non-Hispanic",17179
"White, non-Hispanic",31153
