Category,Mohave
Total_doses_administered,154435
Total_people_one_dose,88962
Total_people_complete,73208
Total_doses_ordered,128270
total_pouluation,216985
Male-65 years and older,21519
Male-55-64 years,8413
Male-45-54 years,4295
Male-20-44 years,7131
Male-Less than 20 years,1196
Female-65 years and older,23989
Female-55-64 years,9782
Female-45-54 years,4545
Female-20-44 years,6598
Female-Less than 20 years,1337
"Black or African American, non-Hispanic",609
"American Indian or Alaska Native, non-Hispanic",903
"Asian or Pacific Islander, non-Hispanic",1279
Hispanic or Latino,6219
Unknown,15142
Other Race,15860
"White, non-Hispanic",48950
