Category,Cochise
Total_doses_administered,119722
Total_people_one_dose,67445
Total_people_complete,59074
Total_doses_ordered,89070
total_pouluation,130808
Male-65 years and older,10703
Male-55-64 years,5162
Male-45-54 years,3757
Male-20-44 years,9640
Male-Less than 20 years,2585
Female-65 years and older,12656
Female-55-64 years,6215
Female-45-54 years,4327
Female-20-44 years,9661
Female-Less than 20 years,2647
"American Indian or Alaska Native, non-Hispanic",320
"Black or African American, non-Hispanic",1257
"Asian or Pacific Islander, non-Hispanic",1298
Unknown,9040
Other Race,10243
Hispanic or Latino,16321
"White, non-Hispanic",28966
