Category,Santa Cruz
Total_doses_administered,69142
Total_people_one_dose,38777
Total_people_complete,34725
Total_doses_ordered,49212
total_pouluation,53161
Male-65 years and older,3596
Male-55-64 years,2621
Male-45-54 years,3020
Male-20-44 years,7593
Male-Less than 20 years,2468
Female-65 years and older,4351
Female-55-64 years,2669
Female-45-54 years,2882
Female-20-44 years,7004
Female-Less than 20 years,2504
"American Indian or Alaska Native, non-Hispanic",17
"Black or African American, non-Hispanic",34
"Asian or Pacific Islander, non-Hispanic",98
Other Race,2021
Unknown,2342
"White, non-Hispanic",4793
Hispanic or Latino,29472
