Category,Maricopa
Total_doses_administered,3002706
Total_people_one_dose,1719308
Total_people_complete,1475240
Total_doses_ordered,1598808
total_pouluation,4367835
Male-65 years and older,180074
Male-55-64 years,126310
Male-45-54 years,124812
Male-20-44 years,287876
Male-Less than 20 years,77553
Female-65 years and older,233541
Female-55-64 years,145756
Female-45-54 years,138759
Female-20-44 years,312628
Female-Less than 20 years,80209
"American Indian or Alaska Native, non-Hispanic",36321
"Black or African American, non-Hispanic",66053
"Asian or Pacific Islander, non-Hispanic",80696
Unknown,170410
Other Race,263416
Hispanic or Latino,310743
"White, non-Hispanic",791669
