Category,Arizona
Total_doses_administered,7124060
Total_people_complete,3443977
Total_doses_ordered,5275110
total_pouluation,7189020
Total_people_one_dose,3923272
Male-65 years and older,516655
Male-55-64 years,297242
Male-45-54 years,257805
Male-20-44 years,606957
Male-Less than 20 years,156172
Female-65 years and older,637336
Female-55-64 years,342379
Female-45-54 years,283010
Female-20-44 years,641450
Female-Less than 20 years,164833
"Black or African American, non-Hispanic",106452
"American Indian or Alaska Native, non-Hispanic",115316
"Asian or Pacific Islander, non-Hispanic",148200
Unknown,425239
Other Race,661846
Hispanic or Latino,654724
"White, non-Hispanic",1811495
