Category,Yuma
Total_doses_administered,309951
Total_people_one_dose,156618
Total_people_complete,126965
total_pouluation,156618
Male-65 years and older,16502
Male-55-64 years,10444
Male-45-54 years,9184
Male-20-44 years,28009
Male-Less than 20 years,12309
Female-65 years and older,19073
Female-55-64 years,11150
Female-45-54 years,10139
Female-20-44 years,26404
Female-Less than 20 years,12808
"Black or African American, non-Hispanic",830
"American Indian or Alaska Native, non-Hispanic",1161
"Asian or Pacific Islander, non-Hispanic",1212
Other Race,18810
Unknown,29085
"White, non-Hispanic",34437
Hispanic or Latino,71083
