Category,Apache
Total_doses_administered,60307
Total_people_one_dose,29183
Total_people_complete,22628
total_pouluation,29183
Male-65 years and older,2784
Male-55-64 years,2026
Male-45-54 years,1621
Male-20-44 years,3861
Male-Less than 20 years,3970
Female-65 years and older,3345
Female-55-64 years,2180
Female-45-54 years,1598
Female-20-44 years,3748
Female-Less than 20 years,4042
"Black or African American, non-Hispanic",59
"Asian or Pacific Islander, non-Hispanic",133
Hispanic or Latino,568
Unknown,1103
Other Race,1140
"White, non-Hispanic",3648
"American Indian or Alaska Native, non-Hispanic",22532
