Category,Maricopa
Total_doses_administered,5550620
Total_people_one_dose,2640178
Total_people_complete,2300772
total_pouluation,2640178
Male-65 years and older,285315
Male-55-64 years,188374
Male-45-54 years,182774
Male-20-44 years,437348
Male-Less than 20 years,146865
Female-65 years and older,356521
Female-55-64 years,211963
Female-45-54 years,198129
Female-20-44 years,468507
Female-Less than 20 years,149919
"American Indian or Alaska Native, non-Hispanic",51596
"Black or African American, non-Hispanic",102083
"Asian or Pacific Islander, non-Hispanic",133655
Unknown,176407
Other Race,427160
Hispanic or Latino,443221
"White, non-Hispanic",1306056
