Category,Santa Cruz
Total_doses_administered,108847
Total_people_one_dose,56255
Total_people_complete,44489
total_pouluation,56255
Male-65 years and older,4715
Male-55-64 years,3274
Male-45-54 years,3431
Male-20-44 years,9051
Male-Less than 20 years,6435
Female-65 years and older,5709
Female-55-64 years,3583
Female-45-54 years,3717
Female-20-44 years,9471
Female-Less than 20 years,6784
"American Indian or Alaska Native, non-Hispanic",57
"Black or African American, non-Hispanic",58
"Asian or Pacific Islander, non-Hispanic",186
Other Race,3510
Unknown,3847
"White, non-Hispanic",7541
Hispanic or Latino,41056
