Category,Graham
Total_doses_administered,43501
Total_people_one_dose,21041
Total_people_complete,18502
total_pouluation,21041
Male-65 years and older,2401
Male-55-64 years,1585
Male-45-54 years,1440
Male-20-44 years,3572
Male-Less than 20 years,1138
Female-65 years and older,2907
Female-55-64 years,1722
Female-45-54 years,1421
Female-20-44 years,3612
Female-Less than 20 years,1231
"Asian or Pacific Islander, non-Hispanic",84
"Black or African American, non-Hispanic",93
Other Race,1300
Hispanic or Latino,3794
Unknown,4100
"American Indian or Alaska Native, non-Hispanic",5201
"White, non-Hispanic",6469
