Category,Yavapai
Total_doses_administered,244711
Total_people_one_dose,117144
Total_people_complete,98783
total_pouluation,117144
Male-65 years and older,25861
Male-55-64 years,9167
Male-45-54 years,5064
Male-20-44 years,10218
Male-Less than 20 years,2902
Female-65 years and older,31537
Female-55-64 years,11610
Female-45-54 years,6011
Female-20-44 years,10451
Female-Less than 20 years,3172
"Black or African American, non-Hispanic",554
"American Indian or Alaska Native, non-Hispanic",1427
"Asian or Pacific Islander, non-Hispanic",1434
Hispanic or Latino,8085
Other Race,17233
Unknown,18903
"White, non-Hispanic",69508
