Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,9581012,60307,202472,162070,43501,9339,55477,17927,5550620,183753,98920,512922,1552863,108847,244711,309951
Total_people_complete,3931207,22628,81640,66840,18502,3763,22883,7524,2300772,76304,40422,219587,626873,44489,98783,126965
total_pouluation,7189020,29183,94346,80681,21041,4374,25984,8918,2640178,89975,48888,251295,726230,56255,117144,156618
Total_people_one_dose,4629361,29183,94346,80681,21041,4374,25984,8918,2640178,89975,48888,251295,726230,56255,117144,156618
Male-65 years and older,565618,2784,9409,11207,2401,516,5808,2413,285315,20912,7314,36857,91754,4715,25861,16502
Male-55-64 years,328920,2026,6350,5511,1585,369,2225,611,188374,8222,3574,18364,48141,3274,9167,10444
Male-45-54 years,296818,1621,5794,4317,1440,325,1256,327,182774,4279,2696,16793,41429,3431,5064,9184
Male-20-44 years,736711,3861,17124,11581,3572,786,2400,673,437348,7487,5792,38343,110990,9051,10218,28009
Male-Less than 20 years,260803,3970,6029,5395,1138,225,694,364,146865,1781,4318,12488,43330,6435,2902,12309
Female-65 years and older,688330,3345,10594,13141,2907,517,6205,2435,356521,23072,8250,42429,118012,5709,31537,19073
Female-55-64 years,374320,2180,7122,6537,1722,317,2599,737,211963,9564,4101,20675,57632,3583,11610,11150
Female-45-54 years,319813,1598,5870,4836,1421,327,1394,372,198129,4833,2710,17075,46961,3717,6011,10139
Female-20-44 years,770454,3748,19510,12280,3612,759,2573,600,468507,7668,5670,35223,122061,9471,10451,26404
Female-Less than 20 years,267660,4042,6276,5775,1231,231,772,368,149919,1979,4427,12297,44454,6784,3172,12808
"Black or African American, non-Hispanic",139635,59,784,1576,93,53,89,39,102083,616,204,9171,16432,58,554,830
"Asian or Pacific Islander, non-Hispanic",176618,133,1631,1473,84,43,204,89,133655,1364,357,5132,21902,186,1434,1212
"American Indian or Alaska Native, non-Hispanic",198274,22532,22488,359,5201,122,2653,526,51596,733,21274,9752,15107,57,1427,1161
Unknown,420605,1103,12545,9467,4100,314,4572,1834,176407,11499,2294,29618,65780,3847,18903,29085
Other Race,665084,1140,8664,11848,1300,90,4152,1177,427160,14373,6303,31036,90983,3510,17233,18810
Hispanic or Latino,859151,568,7107,22870,3794,1972,1428,1337,443221,7150,2481,40607,175670,41056,8085,71083
"White, non-Hispanic",2169994,3648,41127,33088,6469,1780,12886,3916,1306056,54240,15975,125979,340356,7541,69508,34437
