Category,Santa Cruz
Total_doses_administered,90592
Total_people_one_dose,47580
Total_people_complete,42721
total_pouluation,47580
Male-65 years and older,4424
Male-55-64 years,3052
Male-45-54 years,3194
Male-20-44 years,8532
Male-Less than 20 years,3725
Female-65 years and older,5312
Female-55-64 years,3303
Female-45-54 years,3373
Female-20-44 years,8509
Female-Less than 20 years,4091
"American Indian or Alaska Native, non-Hispanic",48
"Black or African American, non-Hispanic",50
"Asian or Pacific Islander, non-Hispanic",172
Unknown,2906
Other Race,3155
"White, non-Hispanic",6787
Hispanic or Latino,34462
