Category,Navajo
Total_doses_administered,85192
Total_people_one_dose,44371
Total_people_complete,38447
total_pouluation,44371
Male-65 years and older,6979
Male-55-64 years,3405
Male-45-54 years,2498
Male-20-44 years,5364
Male-Less than 20 years,3232
Female-65 years and older,7875
Female-55-64 years,3892
Female-45-54 years,2509
Female-20-44 years,5195
Female-Less than 20 years,3387
"Black or African American, non-Hispanic",186
"Asian or Pacific Islander, non-Hispanic",360
Hispanic or Latino,2275
Unknown,2687
Other Race,7714
"White, non-Hispanic",13936
"American Indian or Alaska Native, non-Hispanic",17213
