Category,Graham
Total_doses_administered,38736
Total_people_one_dose,19807
Total_people_complete,17935
total_pouluation,19807
Male-65 years and older,2338
Male-55-64 years,1541
Male-45-54 years,1396
Male-20-44 years,3420
Male-Less than 20 years,851
Female-65 years and older,2821
Female-55-64 years,1683
Female-45-54 years,1361
Female-20-44 years,3432
Female-Less than 20 years,952
"Black or African American, non-Hispanic",82
"Asian or Pacific Islander, non-Hispanic",89
Other Race,1521
Hispanic or Latino,3475
Unknown,4204
"American Indian or Alaska Native, non-Hispanic",4752
"White, non-Hispanic",5684
