Category,Maricopa
Total_doses_administered,4945551
Total_people_one_dose,2485990
Total_people_complete,2240521
total_pouluation,2485990
Male-65 years and older,276332
Male-55-64 years,182281
Male-45-54 years,176161
Male-20-44 years,417675
Male-Less than 20 years,112119
Female-65 years and older,346009
Female-55-64 years,205634
Female-45-54 years,191641
Female-20-44 years,447559
Female-Less than 20 years,116166
"American Indian or Alaska Native, non-Hispanic",45784
"Black or African American, non-Hispanic",90211
"Asian or Pacific Islander, non-Hispanic",118268
Unknown,195636
Hispanic or Latino,402688
Other Race,446831
"White, non-Hispanic",1186572
