Category,Yuma
Total_doses_administered,264323
Total_people_one_dose,138995
Total_people_complete,122053
total_pouluation,138995
Male-65 years and older,14998
Male-55-64 years,9789
Male-45-54 years,8741
Male-20-44 years,26161
Male-Less than 20 years,8113
Female-65 years and older,17468
Female-55-64 years,10423
Female-45-54 years,9576
Female-20-44 years,24576
Female-Less than 20 years,8637
"Black or African American, non-Hispanic",699
"Asian or Pacific Islander, non-Hispanic",1057
"American Indian or Alaska Native, non-Hispanic",1058
Other Race,15571
"White, non-Hispanic",28631
Unknown,30327
Hispanic or Latino,61652
