Category,Cochise
Total_doses_administered,136048
Total_people_one_dose,72044
Total_people_complete,64165
total_pouluation,72044
Male-65 years and older,10589
Male-55-64 years,5129
Male-45-54 years,3977
Male-20-44 years,10786
Male-Less than 20 years,3389
Female-65 years and older,12582
Female-55-64 years,6201
Female-45-54 years,4484
Female-20-44 years,11272
Female-Less than 20 years,3541
"American Indian or Alaska Native, non-Hispanic",311
"Asian or Pacific Islander, non-Hispanic",1342
"Black or African American, non-Hispanic",1385
Unknown,9630
Other Race,11490
Hispanic or Latino,17982
"White, non-Hispanic",29904
