Category,Gila
Total_doses_administered,47351
Total_people_one_dose,24742
Total_people_complete,22267
total_pouluation,24742
Male-65 years and older,5563
Male-55-64 years,2160
Male-45-54 years,1221
Male-20-44 years,2284
Male-Less than 20 years,565
Female-65 years and older,6002
Female-55-64 years,2511
Female-45-54 years,1355
Female-20-44 years,2391
Female-Less than 20 years,632
"Black or African American, non-Hispanic",78
"Asian or Pacific Islander, non-Hispanic",200
Hispanic or Latino,1335
"American Indian or Alaska Native, non-Hispanic",2383
Other Race,4410
Unknown,5151
"White, non-Hispanic",11185
