Category,La Paz
Total_doses_administered,15330
Total_people_one_dose,8157
Total_people_complete,7208
total_pouluation,8157
Male-65 years and older,2253
Male-55-64 years,582
Male-45-54 years,303
Male-20-44 years,609
Male-Less than 20 years,249
Female-65 years and older,2302
Female-55-64 years,686
Female-45-54 years,357
Female-20-44 years,542
Female-Less than 20 years,258
"Black or African American, non-Hispanic",32
"Asian or Pacific Islander, non-Hispanic",85
"American Indian or Alaska Native, non-Hispanic",371
Other Race,1171
Hispanic or Latino,1179
Unknown,1895
"White, non-Hispanic",3424
